,FullName,University,SubField,Bachelors,Doctorate,GoogleScholar,Drafty
67,M. Satyanarayanan,Carnegie Mellon University,mobile,Indian Institute of Technology Madras,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=M.+Satyanarayanan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_M.%20Satyanarayanan&searchCol=0&searchVal=M.%20Satyanarayanan
68,Maria-Florina Balcan,Carnegie Mellon University,mlmining,University of Bucharest,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Maria-Florina+Balcan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Maria-Florina%20Balcan&searchCol=0&searchVal=Maria-Florina%20Balcan
69,Mary Shaw,Carnegie Mellon University,soft,Rice University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Mary+Shaw&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Mary%20Shaw&searchCol=0&searchVal=Mary%20Shaw
70,Maxim Likhachev,Carnegie Mellon University,robotics,Stevens Institute of Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Maxim+Likhachev&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Maxim%20Likhachev&searchCol=0&searchVal=Maxim%20Likhachev
71,Michael A. Erdmann,Carnegie Mellon University,robotics,University of Washington,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Michael+A.+Erdmann&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Michael%20A.%20Erdmann&searchCol=0&searchVal=Michael%20A.%20Erdmann
72,Norman M. Sadeh,Carnegie Mellon University,sec,Free University of Brussels,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Norman+M.+Sadeh&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Norman%20M.%20Sadeh&searchCol=0&searchVal=Norman%20M.%20Sadeh
73,Pedro Ferreira,Carnegie Mellon University,ir,University of Lisbon,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Pedro+Ferreira&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Pedro%20Ferreira&searchCol=0&searchVal=Pedro%20Ferreira
74,Pradeep Ravikumar,Carnegie Mellon University,mlmining,Indian Institute of Technology Bombay,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Pradeep+Ravikumar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Pradeep%20Ravikumar&searchCol=0&searchVal=Pradeep%20Ravikumar
75,Rayid Ghani,Carnegie Mellon University,mlmining,Sewanee: The University of the South,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Rayid+Ghani&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Rayid%20Ghani&searchCol=0&searchVal=Rayid%20Ghani
76,Red Whittaker,Carnegie Mellon University,robotics,Princeton University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Red+Whittaker&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Red%20Whittaker&searchCol=0&searchVal=Red%20Whittaker
77,Roger B. Dannenberg,Carnegie Mellon University,mlmining,Rice University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Roger+B.+Dannenberg&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Roger%20B.%20Dannenberg&searchCol=0&searchVal=Roger%20B.%20Dannenberg
78,Ronald Rosenfeld,Carnegie Mellon University,mlmining,Tel Aviv University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Ronald+Rosenfeld&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Ronald%20Rosenfeld&searchCol=0&searchVal=Ronald%20Rosenfeld
79,Sivaraman Balakrishnan,Carnegie Mellon University,act,"University of California, Berkeley",Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sivaraman+Balakrishnan&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sivaraman%20Balakrishnan&searchCol=0&searchVal=Sivaraman%20Balakrishnan
80,Umut A. Acar,Carnegie Mellon University,act,Bilkent University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Umut+A.+Acar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Umut%20A.%20Acar&searchCol=0&searchVal=Umut%20A.%20Acar
81,Vyas Sekar,Carnegie Mellon University,comm,Indian Institute of Technology Madras,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Vyas+Sekar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Vyas%20Sekar&searchCol=0&searchVal=Vyas%20Sekar
82,Yulia Tsvetkov,University of Washington,nlp,Technion - Israel Institute of Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yulia+Tsvetkov&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yulia%20Tsvetkov&searchCol=0&searchVal=Yulia%20Tsvetkov
83,Gail E. Kaiser,Columbia University,soft,Massachusetts Institute of Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Gail+E.+Kaiser&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Gail%20E.%20Kaiser&searchCol=0&searchVal=Gail%20E.%20Kaiser
84,John R. Kender,Columbia University,vision,University of Detroit Mercy,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=John+R.+Kender&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_John%20R.%20Kender&searchCol=0&searchVal=John%20R.%20Kender
85,Shree K. Nayar,Columbia University,vision,Birla Institute of Technology and Science,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Shree+K.+Nayar&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Shree%20K.%20Nayar&searchCol=0&searchVal=Shree%20K.%20Nayar
86,Elaine Runting Shi,Carnegie Mellon University,sec,Tsinghua University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Elaine+Runting+Shi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Elaine%20Runting%20Shi&searchCol=0&searchVal=Elaine%20Runting%20Shi
87,Greg Morrisett,Cornell University,plan,University of Richmond,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Greg+Morrisett&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Greg%20Morrisett&searchCol=0&searchVal=Greg%20Morrisett
88,Nika Haghtalab,"University of California, Berkeley",mlmining,University of Waterloo,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Nika+Haghtalab&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Nika%20Haghtalab&searchCol=0&searchVal=Nika%20Haghtalab
89,Phoebe Sengers,Cornell University,chi,Johns Hopkins University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Phoebe+Sengers&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Phoebe%20Sengers&searchCol=0&searchVal=Phoebe%20Sengers
90,Devin J. Balkcom,Dartmouth College,ai,Johns Hopkins University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Devin+J.+Balkcom&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Devin%20J.%20Balkcom&searchCol=0&searchVal=Devin%20J.%20Balkcom
91,Sean W. Smith,Dartmouth College,sec,Princeton University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sean+W.+Smith&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sean%20W.%20Smith&searchCol=0&searchVal=Sean%20W.%20Smith
92,Carlo Tomasi,Duke University,vision,University of Padua,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Carlo+Tomasi&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Carlo%20Tomasi&searchCol=0&searchVal=Carlo%20Tomasi
93,Robert Wagner,Duke University,ops,Massachusetts Institute of Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Robert+Wagner&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Robert%20Wagner&searchCol=0&searchVal=Robert%20Wagner
94,Vincent Conitzer,Carnegie Mellon University,ai,Harvard University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Vincent+Conitzer&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Vincent%20Conitzer&searchCol=0&searchVal=Vincent%20Conitzer
95,Arun K. Sood,George Mason University,arch,Indian Institute of Technology Delhi,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Arun+K.+Sood&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Arun%20K.%20Sood&searchCol=0&searchVal=Arun%20K.%20Sood
96,Thomas D. LaToza,George Mason University,soft,University of Illinois at Urbana-Champaign,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Thomas+D.+LaToza&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Thomas%20D.%20LaToza&searchCol=0&searchVal=Thomas%20D.%20LaToza
97,Hui Yang,Georgetown University,ir,National University of Singapore,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Hui+Yang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Hui%20Yang&searchCol=0&searchVal=Hui%20Yang
98,Nathan Schneider,Georgetown University,nlp,"University of California, Berkeley",Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Nathan+Schneider&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Nathan%20Schneider&searchCol=0&searchVal=Nathan%20Schneider
99,Alexander G. Gray,Georgia Institute of Technology,act,"University of California, Berkeley",Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Alexander+G.+Gray&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Alexander%20G.%20Gray&searchCol=0&searchVal=Alexander%20G.%20Gray
100,Alexey Tumanov,Georgia Institute of Technology,mlmining,Ukrainian Physics and Mathematics Lyceum,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Alexey+Tumanov&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Alexey%20Tumanov&searchCol=0&searchVal=Alexey%20Tumanov
101,Diyi Yang,Stanford University,nlp,Shanghai Jiao Tong University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Diyi+Yang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Diyi%20Yang&searchCol=0&searchVal=Diyi%20Yang
102,Frank Dellaert,Georgia Institute of Technology,ai,Case Western Reserve University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Frank+Dellaert&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Frank%20Dellaert&searchCol=0&searchVal=Frank%20Dellaert
103,James Hays,Georgia Institute of Technology,vision,Georgia Institute of Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=James+Hays&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_James%20Hays&searchCol=0&searchVal=James%20Hays
104,James M. Rehg,Georgia Institute of Technology,vision,Virginia Tech,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=James+M.+Rehg&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_James%20M.%20Rehg&searchCol=0&searchVal=James%20M.%20Rehg
105,Jimeng Sun,Georgia Institute of Technology,comm,Hong Kong University of Science and Technology,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Jimeng+Sun&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Jimeng%20Sun&searchCol=0&searchVal=Jimeng%20Sun
106,Joy Arulraj,Georgia Institute of Technology,mod,"College of Engineering, Guindy",Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Joy+Arulraj&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Joy%20Arulraj&searchCol=0&searchVal=Joy%20Arulraj
107,Richard J. Lipton,Georgia Institute of Technology,act,Case Western Reserve University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Richard+J.+Lipton&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Richard%20J.%20Lipton&searchCol=0&searchVal=Richard%20J.%20Lipton
108,Richard Peng,University of Waterloo,act,University of Waterloo,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Richard+Peng&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Richard%20Peng&searchCol=0&searchVal=Richard%20Peng
109,Santosh S. Vempala,Georgia Institute of Technology,act,Indian Institute of Technology Delhi,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Santosh+S.+Vempala&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Santosh%20S.%20Vempala&searchCol=0&searchVal=Santosh%20S.%20Vempala
110,Sonia Chernova,Georgia Institute of Technology,robotics,Carnegie Mellon University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Sonia+Chernova&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Sonia%20Chernova&searchCol=0&searchVal=Sonia%20Chernova
111,H. T. Kung,Harvard University,comm,National Tsing Hua University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=H.+T.+Kung&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_H.%20T.%20Kung&searchCol=0&searchVal=H.%20T.%20Kung
112,Milind Tambe,Harvard University,ai,Birla Institute of Technology and Science,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Milind+Tambe&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Milind%20Tambe&searchCol=0&searchVal=Milind%20Tambe
113,L. Jean Camp,Indiana University Bloomington,sec,University of North Carolina at Charlotte,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=L.+Jean+Camp&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_L.%20Jean%20Camp&searchCol=0&searchVal=L.%20Jean%20Camp
114,Xiao Feng Wang,Indiana University Bloomington,sec,Carnegie Mellon University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Xiao+Feng+Wang&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Xiao%20Feng%20Wang&searchCol=0&searchVal=Xiao%20Feng%20Wang
115,Yuan Zhou,University of Illinois at Urbana-Champaign,act,Tsinghua University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yuan+Zhou&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yuan%20Zhou&searchCol=0&searchVal=Yuan%20Zhou
116,Yan-Bin Jia,Iowa State University,robotics,University of Science and Technology of China,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Yan-Bin+Jia&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Yan-Bin%20Jia&searchCol=0&searchVal=Yan-Bin%20Jia
117,Michael Dinitz,Johns Hopkins University,act,Princeton University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Michael+Dinitz&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Michael%20Dinitz&searchCol=0&searchVal=Michael%20Dinitz
118,Charles E. Leiserson,Massachusetts Institute of Technology,act,Yale University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Charles+E.+Leiserson&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Charles%20E.%20Leiserson&searchCol=0&searchVal=Charles%20E.%20Leiserson
119,Julian Shun,Massachusetts Institute of Technology,hpc,"University of California, Berkeley",Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=Julian+Shun&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_Julian%20Shun&searchCol=0&searchVal=Julian%20Shun
120,R. Ryan Williams,Massachusetts Institute of Technology,act,Cornell University,Carnegie Mellon University,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=R.+Ryan+Williams&as_publication=&as_ylo=&as_yhi=&hl=en&as_sdt=0%2C40,https://drafty.cs.brown.edu/csprofessors?src=csor_R.%20Ryan%20Williams&searchCol=0&searchVal=R.%20Ryan%20Williams
